timestamp,value,is_anomaly
1,0,0
2,0,0
3,0,0
4,0,0
5,1,0
6,1,0
7,1,0
8,5,0
9,8,0
10,13,0
11,7,0
12,6,0
13,5,0
14,1,0
15,1,0
16,7,0
17,7,0
18,7,0
19,4,0
20,2,0
21,6,0
22,2,0
23,5,0
24,5,0
25,5,0
26,3,0
27,2,0
28,11,0
29,0,0
30,3,0
31,2,0
32,4,0
33,7,0
34,19,0
35,13,0
36,9,0
37,12,0
38,21,0
39,16,0
40,12,0
41,6,0
42,8,0
43,10,0
44,11,0
45,4,0
46,9,0
47,0,0
48,3,0
49,0,0
50,0,0
51,4,0
52,0,0
53,2,0
54,0,0
55,0,0
56,2,0
57,3,0
58,2,0
59,4,0
60,1,0
61,10,0
62,3,0
63,7,0
64,0,0
65,3,0
66,8,0
67,15,0
68,6,0
69,3,0
70,2,0
71,0,0
72,3,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,4,0
79,1,0
80,2,0
81,4,0
82,3,0
83,2,0
84,2,0
85,6,0
86,0,0
87,1,0
88,5,0
89,0,0
90,1,0
91,4,0
92,10,0
93,8,0
94,3,0
95,0,0
96,0,0
97,2,0
98,0,0
99,0,0
100,0,0
101,0,0
102,0,0
103,1,0
104,0,0
105,0,0
106,0,0
107,2,0
108,4,0
109,0,0
110,3,0
111,4,0
112,1,0
113,0,0
114,4,0
115,2,0
116,5,0
117,9,0
118,6,0
119,2,0
120,5,0
121,3,0
122,4,0
123,6,0
124,0,0
125,0,0
126,1,0
127,3,0
128,4,0
129,0,0
130,1,0
131,2,0
132,1,0
133,1,0
134,0,0
135,2,0
136,5,0
137,4,0
138,3,0
139,3,0
140,4,0
141,6,0
142,3,0
143,2,0
144,5,0
145,1,0
146,0,0
147,2,0
148,0,0
149,0,0
150,4,0
151,0,0
152,0,0
153,4,0
154,2,0
155,2,0
156,6,0
157,2,0
158,2,0
159,4,0
160,3,0
161,2,0
162,4,0
163,3,0
164,2,0
165,8,0
166,0,0
167,3,0
168,1,0
169,0,0
170,0,0
171,0,0
172,0,0
173,0,0
174,0,0
175,12,0
176,2,0
177,7,0
178,7,0
179,3,0
180,2,0
181,1,0
182,2,0
183,2,0
184,1,0
185,4,0
186,5,0
187,3,0
188,3,0
189,2,0
190,4,0
191,0,0
192,5,0
193,0,0
194,0,0
195,2,0
196,0,0
197,0,0
198,2,0
199,2,0
200,2,0
201,3,0
202,3,0
203,3,0
204,0,0
205,0,0
206,6,0
207,7,0
208,2,0
209,4,0
210,5,0
211,6,0
212,0,0
213,4,0
214,2,0
215,2,0
216,0,0
217,2,0
218,5,0
219,0,0
220,0,0
221,0,0
222,3,0
223,2,0
224,0,0
225,1,0
226,2,0
227,6,0
228,5,0
229,2,0
230,3,0
231,2,0
232,11,0
233,0,0
234,4,0
235,2,0
236,3,0
237,2,0
238,3,0
239,4,0
240,1,0
241,0,0
242,0,0
243,0,0
244,0,0
245,0,0
246,0,0
