timestamp,value,is_anomaly
1,6,0
2,1448,0
3,1601,0
4,1585,0
5,1819,0
6,1616,0
7,1591,0
8,1624,0
9,1660,0
10,1738,0
11,1742,0
12,1652,0
13,1270,0
14,1172,0
15,1422,0
16,1357,0
17,1276,0
18,1095,0
19,772,0
20,630,0
21,640,0
22,690,0
23,865,0
24,1126,0
25,1631,0
26,1508,0
27,1573,0
28,1214,0
29,1747,0
30,1574,0
31,1495,0
32,1713,0
33,1656,0
34,1950,0
35,1692,0
36,1565,0
37,1430,0
38,1264,0
39,1273,0
40,1215,0
41,1185,0
42,978,0
43,761,0
44,609,0
45,630,0
46,676,0
47,843,0
48,1005,0
49,1291,0
50,1397,0
51,1728,0
52,1882,0
53,1632,0
54,1052,0
55,1332,0
56,1519,0
57,1847,0
58,1949,0
59,1811,0
60,1582,0
61,1616,0
62,1793,0
63,1527,0
64,1326,0
65,1202,0
66,1136,0
67,775,0
68,550,0
69,719,0
70,780,0
71,852,0
72,1143,0
73,1255,0
74,1699,0
75,1567,0
76,1215,0
77,1264,0
78,1694,0
79,1687,0
80,1955,0
81,1805,0
82,1941,0
83,1839,0
84,1858,0
85,1764,0
86,1470,0
87,1606,0
88,1459,0
89,1328,0
90,985,0
91,784,0
92,564,0
93,707,0
94,744,0
95,812,0
96,1024,0
97,1371,0
98,1599,0
99,1755,0
100,2022,0
101,1728,0
102,1876,0
103,2022,0
104,2076,0
105,1991,0
106,1921,0
107,1968,0
108,1857,0
109,1691,0
110,1412,0
111,1545,0
112,1398,0
113,1293,0
114,1068,0
115,832,0
116,543,0
117,610,0
118,787,0
119,1022,0
120,1106,0
121,1312,0
122,1527,0
123,1675,0
124,1782,0
125,1828,0
126,1862,0
127,1758,0
128,1801,0
129,1890,0
130,2044,0
131,1768,0
132,1734,0
133,1381,0
134,1487,0
135,1576,0
136,1516,0
137,1389,0
138,1140,0
139,714,0
140,673,0
141,670,0
142,689,0
143,924,0
144,1136,0
145,1290,0
146,1535,0
147,1538,0
148,1783,0
149,1439,0
150,1865,0
151,1640,0
152,1859,0
153,1755,0
154,1978,0
155,1675,0
156,1754,0
157,1747,0
158,1710,0
159,1688,0
160,1182,0
161,1364,0
162,1071,0
163,801,0
164,583,0
165,721,0
166,793,0
167,860,0
168,1240,0
169,1030,0
170,1512,0
171,1562,0
172,1488,0
173,1536,0
174,1703,0
175,1668,0
176,1538,0
177,1553,0
178,1730,0
179,1747,0
180,1439,0
181,1489,0
182,1633,0
183,1504,0
184,1311,0
185,1376,0
186,982,0
187,1013,0
188,632,0
189,525,0
190,644,0
191,736,0
192,948,0
193,1156,0
194,1251,0
195,1428,0
196,1526,0
197,1525,0
198,1370,0
199,1579,0
200,1711,0
201,1723,0
202,1777,0
203,1635,0
204,1624,0
205,1691,0
206,1572,0
207,1421,0
208,1473,0
209,1402,0
210,1040,0
211,733,0
212,560,0
213,752,0
214,824,0
215,957,0
216,1051,0
217,1589,0
218,1494,0
219,1449,0
220,1726,0
221,1871,0
222,1515,0
223,1911,0
224,1736,0
225,1853,0
226,1858,0
227,2070,0
228,1843,0
229,1582,0
230,1532,0
231,1632,0
232,1368,0
233,1342,0
234,974,0
235,759,0
236,571,0
237,721,0
238,756,0
239,872,0
240,764,0
241,2,1
242,6,1
243,20,1
244,14,1
245,11,1
246,11,1
247,15,1
248,9,1
249,5,1
250,13,1
251,13,1
252,34,1
253,26,1
254,8,1
255,11,1
256,18,1
257,31,1
258,22,1
259,11,1
260,16,1
261,6,1
262,3,1
263,0,1
264,1,0
265,2,0
266,7,0
267,13,0
268,14,0
269,5,0
270,59,0
271,21,0
272,19,0
273,17,0
274,12,0
275,14,0
276,18,0
277,12,0
278,23,0
279,43,0
280,11,0
281,44,0
282,24,0
283,4,0
284,9,0
285,12,0
286,9,0
287,1,0
288,3,0
289,7,0
290,14,0
291,13,0
292,23,0
293,6,0
294,18,0
295,4,0
296,19,0
297,11,0
298,19,0
299,15,0
300,18,0
301,19,0
302,45,0
303,7,0
304,17,0
305,38,0
306,14,0
307,23,0
308,7,0
309,10,0
310,2,0
311,1,0
312,5,0
313,3,0
314,11,0
315,15,0
316,18,0
317,14,0
318,8,0
319,14,0
320,33,0
321,11,0
322,13,0
323,25,0
324,27,0
325,19,0
326,16,0
327,20,0
328,30,0
329,20,0
330,24,0
331,5,0
332,15,0
333,5,0
334,7,0
335,3,0
336,4,0
337,2,0
338,21,0
339,21,0
340,9,0
341,17,0
342,23,0
343,22,0
344,17,0
345,13,0
346,27,0
347,15,0
348,24,0
349,6,0
350,26,0
351,40,0
352,10,0
353,18,0
354,14,0
355,6,0
356,7,0
357,10,0
358,12,0
359,5,0
360,4,0
361,14,0
362,9,0
363,14,0
364,7,0
365,19,0
366,26,0
367,13,0
368,12,0
369,9,0
370,19,0
371,31,0
372,14,0
373,22,0
374,5,0
375,8,0
376,37,0
377,13,0
378,16,0
379,19,0
380,9,0
381,3,0
382,5,0
383,3,0
384,12,0
385,8,0
386,10,0
387,22,0
388,7,0
389,12,0
390,15,0
391,4,0
392,5,0
393,13,0
394,18,0
395,12,0
396,19,0
397,20,0
398,47,0
399,25,0
400,24,0
401,18,0
402,10,0
403,10,0
404,7,0
405,7,0
406,4,0
407,8,0
408,4,0
409,7,0
410,21,0
411,10,0
412,18,0
413,14,0
414,11,0
415,8,0
416,12,0
417,24,0
418,17,0
419,12,0
420,14,0
421,19,0
422,23,0
423,9,0
424,20,0
425,25,0
426,34,0
427,11,0
428,6,0
429,4,0
430,7,0
431,0,0
432,3,0
433,9,0
434,16,0
435,18,0
436,26,0
437,21,0
438,33,0
439,16,0
440,20,0
441,5,0
442,31,0
443,9,0
444,7,0
445,11,0
446,20,0
447,22,0
448,20,0
449,19,0
450,21,0
451,8,0
452,2,0
453,5,0
454,3,0
455,2,0
456,4,0
457,3,0
458,4,0
459,29,0
460,7,0
461,5,0
462,17,0
463,22,0
464,14,0
465,35,0
466,10,0
467,10,0
468,14,0
469,23,0
470,12,0
471,36,0
472,26,0
473,18,0
474,43,0
475,9,0
476,23,0
477,7,0
478,3,0
479,2,0
480,5,0
481,7,0
482,10,0
483,6,0
484,17,0
485,12,0
486,13,0
487,6,0
488,9,0
489,8,0
490,17,0
491,11,0
492,4,0
493,4,0
494,13,0
495,9,0
496,8,0
497,18,0
498,13,0
499,12,0
500,24,0
501,7,0
502,7,0
503,1,0
504,3,0
505,7,0
506,6,0
507,9,0
508,19,0
509,16,0
510,7,0
511,10,0
512,9,0
513,10,0
514,26,0
515,5,0
516,15,0
517,17,0
518,9,0
519,9,0
520,9,0
521,15,0
522,5,0
523,10,0
524,17,0
525,3,0
526,17,0
527,6,0
528,3,0
529,2,0
530,7,0
531,6,0
532,13,0
533,7,0
534,7,0
535,17,0
536,19,0
537,8,0
538,9,0
539,8,0
540,9,0
541,9,0
542,9,0
543,13,0
544,23,0
545,31,0
546,5,0
547,12,0
548,12,0
549,11,0
550,7,0
551,3,0
552,2,0
553,4,0
554,6,0
555,12,0
556,10,0
557,4,0
558,29,0
559,13,0
560,16,0
561,14,0
562,5,0
563,18,0
564,16,0
565,18,0
566,11,0
567,14,0
568,8,0
569,10,0
570,12,0
571,12,0
572,2,0
573,4,0
574,5,0
575,5,0
576,2,0
577,6,0
578,10,0
579,12,0
580,7,0
581,6,0
582,20,0
583,9,0
584,17,0
585,9,0
586,22,0
587,11,0
588,7,0
589,8,0
590,11,0
591,8,0
592,8,0
593,18,0
594,16,0
595,6,0
596,10,0
597,0,0
598,2,0
599,2,0
600,5,0
601,5,0
602,10,0
603,16,0
604,5,0
605,10,0
606,11,0
607,16,0
608,22,0
609,6,0
610,12,0
611,14,0
612,24,0
613,13,0
614,13,0
615,14,0
616,7,0
617,18,0
618,9,0
619,7,0
620,6,0
621,4,0
622,0,0
623,4,0
624,2,0
625,4,0
626,5,0
627,6,0
628,9,0
629,7,0
630,11,0
631,11,0
632,11,0
633,8,0
634,18,0
635,15,0
636,9,0
637,19,0
638,11,0
639,16,0
640,6,0
641,19,0
642,9,0
643,7,0
644,9,0
645,2,0
646,5,0
647,3,0
648,2,0
649,2,0
650,5,0
651,11,0
652,11,0
653,14,0
654,10,0
655,14,0
656,13,0
657,14,0
658,10,0
659,22,0
660,12,0
661,17,0
662,16,0
663,8,0
664,18,0
665,29,0
666,8,0
667,10,0
668,4,0
669,6,0
670,3,0
671,5,0
672,4,0
673,5,0
674,8,0
675,6,0
676,12,0
677,10,0
678,17,0
679,11,0
680,13,0
681,23,0
682,12,0
683,35,0
684,13,0
685,14,0
686,17,0
687,17,0
688,9,0
689,17,0
690,8,0
691,14,0
692,3,0
693,6,0
694,3,0
695,3,0
696,4,0
697,5,0
698,4,0
699,7,0
700,13,0
701,9,0
702,22,0
703,14,0
704,12,0
705,18,0
706,11,0
707,20,0
708,21,0
709,22,0
710,13,0
711,14,0
712,6,0
713,6,0
714,16,0
715,9,0
716,7,0
717,7,0
718,1,0
719,2,0
720,5,0
721,9,0
722,12,0
723,10,0
724,14,0
725,19,0
726,12,0
727,20,0
728,10,0
729,13,0
730,13,0
731,10,0
732,29,0
733,17,0
734,23,0
735,15,0
736,16,0
737,17,0
738,19,0
