timestamp,value,is_anomaly
1,74,0
2,10585,0
3,7028,0
4,2166,0
5,2423,0
6,2382,0
7,2304,0
8,2948,0
9,2532,0
10,2619,0
11,2443,0
12,2666,0
13,2504,0
14,2302,0
15,2685,0
16,2455,0
17,1929,0
18,2871,0
19,8449,0
20,945,0
21,4054,0
22,990,0
23,975,0
24,1181,0
25,1352,0
26,1692,0
27,1911,0
28,2115,0
29,2538,0
30,6872,0
31,2337,0
32,2314,0
33,2071,0
34,1936,0
35,2426,0
36,2325,0
37,2537,0
38,2455,0
39,2889,0
40,2771,0
41,2167,0
42,1587,0
43,1115,0
44,983,0
45,1116,0
46,4692,0
47,3948,0
48,1902,0
49,1353,0
50,1634,0
51,1852,0
52,2254,0
53,2318,0
54,2195,0
55,2181,0
56,2414,0
57,1877,0
58,1966,0
59,2214,0
60,2172,0
61,2338,0
62,2382,0
63,2694,0
64,2567,0
65,1800,0
66,1360,0
67,1026,0
68,875,0
69,907,0
70,918,0
71,1101,0
72,6579,0
73,3328,0
74,4527,0
75,4575,0
76,2484,0
77,8108,0
78,2777,0
79,2384,0
80,2407,0
81,10462,0
82,2415,0
83,2337,0
84,2211,0
85,2533,0
86,2472,0
87,2673,0
88,2464,0
89,1941,0
90,1397,0
91,982,0
92,948,0
93,934,0
94,1874,0
95,1879,0
96,1225,0
97,1373,0
98,1605,0
99,2017,0
100,2301,0
101,2182,0
102,2281,0
103,2515,0
104,3117,0
105,5390,0
106,2363,0
107,2033,0
108,2322,0
109,5702,0
110,2744,0
111,2051,0
112,2123,0
113,1819,0
114,1565,0
115,1148,0
116,1263,0
117,4726,0
118,7172,0
119,1151,0
120,1299,0
121,1178,0
122,1344,0
123,1762,0
124,1897,0
125,2969,0
126,8749,0
127,6435,0
128,2037,0
129,1964,0
130,1930,0
131,1978,0
132,1660,0
133,1534,0
134,1702,0
135,1859,0
136,1838,0
137,1911,0
138,1402,0
139,1378,0
140,1726,0
141,6575,0
142,9247,0
143,8875,0
144,5587,0
145,2022,0
146,1323,0
147,1812,0
148,1683,0
149,2252,0
150,2163,0
151,2530,0
152,7284,0
153,7818,0
154,2046,0
155,3393,0
156,3193,0
157,2950,0
158,2842,0
159,2510,0
160,2219,0
161,1775,0
162,1369,0
163,1639,0
164,5970,0
165,12027,0
166,6925,0
167,6975,0
168,3514,0
169,1309,0
170,1584,0
171,2089,0
172,2103,0
173,11075,0
174,6227,0
175,2168,0
176,2255,0
177,2202,0
178,2142,0
179,2374,0
180,2376,0
181,2344,0
182,2604,0
183,2963,0
184,2510,0
185,2014,0
186,1365,0
187,1169,0
188,943,0
189,805,0
190,990,0
191,1627,0
192,8185,0
193,7920,0
194,7188,0
195,5459,0
196,3593,0
197,19066,0
198,14800,0
199,8443,0
200,2830,0
201,2209,0
202,2249,0
203,2320,0
204,2072,0
205,2208,0
206,3349,0
207,2909,0
208,2123,0
209,2006,0
210,1129,0
211,6628,0
212,6448,0
213,755,0
214,918,0
215,835,0
216,7694,0
217,11004,0
218,2257,0
219,2524,0
220,2165,0
221,2044,0
222,2041,0
223,2055,0
224,2043,0
225,2231,0
226,2240,0
227,2294,0
228,2040,0
229,2081,0
230,1898,0
231,2170,0
232,2097,0
233,1690,0
234,1310,0
235,3862,0
236,9477,0
237,12576,0
238,1131,0
239,1000,0
240,1301,0
241,1583,0
242,1718,0
243,1838,0
244,2076,0
245,11738,0
246,11877,0
247,4084,0
248,3137,0
249,2286,0
250,2168,0
251,2125,0
252,2021,0
253,1578,0
254,2846,0
255,3498,0
256,3943,0
257,4250,0
258,3815,0
259,4382,0
260,2419,0
261,952,0
262,734,0
263,724,0
264,874,0
265,1086,0
266,1361,0
