timestamp,value,is_anomaly
1,0,0
2,61,0
3,1495,0
4,1208,0
5,1347,0
6,1483,0
7,776,0
8,769,0
9,882,0
10,1249,0
11,2403,0
12,2159,0
13,2194,0
14,1816,0
15,2340,0
16,1706,0
17,1687,0
18,748,0
19,252,0
20,371,0
21,337,0
22,325,0
23,672,0
24,980,0
25,1579,0
26,1504,0
27,1700,0
28,1418,0
29,822,0
30,1102,0
31,1050,0
32,947,0
33,1646,0
34,1749,0
35,2618,0
36,1997,0
37,1540,0
38,1677,0
39,918,0
40,611,0
41,835,0
42,576,0
43,483,0
44,346,0
45,327,0
46,430,0
47,493,0
48,855,0
49,1537,0
50,1391,0
51,1536,0
52,1386,0
53,1507,0
54,1647,0
55,1631,0
56,1487,0
57,1040,0
58,1703,0
59,1515,0
60,1058,0
61,1649,0
62,2017,0
63,1112,0
64,805,0
65,705,0
66,628,0
67,537,0
68,612,0
69,405,0
70,592,0
71,542,0
72,1059,0
73,929,0
74,985,0
75,981,0
76,890,0
77,701,0
78,1119,0
79,1111,0
80,798,0
81,878,0
82,1196,0
83,1584,0
84,1624,0
85,1616,0
86,1331,0
87,955,0
88,622,0
89,500,0
90,358,0
91,291,0
92,522,0
93,359,0
94,381,0
95,549,0
96,752,0
97,686,0
98,766,0
99,834,0
100,598,0
101,485,0
102,887,0
103,1010,0
104,773,0
105,809,0
106,1005,0
107,1049,0
108,1500,0
109,1387,0
110,1167,0
111,1865,0
112,1357,0
113,1354,0
114,1248,0
115,1046,0
116,1089,0
117,962,0
118,899,0
119,93,0
120,204,0
121,188,0
122,167,0
123,150,0
124,264,0
125,518,0
126,833,0
127,1157,0
128,706,0
129,1022,0
130,784,0
131,1106,0
132,2055,0
133,1128,0
134,1250,0
135,1062,0
136,833,0
137,670,0
138,384,0
139,197,0
140,186,0
141,100,0
142,242,0
143,378,0
144,109,0
145,114,0
146,283,0
147,135,0
148,126,0
149,83,0
150,179,0
151,704,0
152,818,0
153,972,0
154,1137,0
155,1446,0
156,1244,0
157,1526,0
158,1506,0
159,1961,0
160,1329,0
161,1279,0
162,1055,0
163,338,0
164,191,0
165,108,0
166,228,0
167,206,0
168,280,0
169,384,0
170,383,0
171,368,0
172,278,0
173,293,0
174,234,0
175,265,0
176,1196,0
177,1155,0
178,1170,0
179,1405,0
180,1463,0
181,1487,0
182,941,0
183,892,0
184,720,0
185,429,0
186,280,0
187,332,0
188,294,0
189,251,0
190,408,0
191,378,0
192,523,0
193,587,0
194,433,0
195,227,0
196,410,0
197,1168,0
198,487,0
199,248,0
200,463,0
201,1434,0
202,1241,0
203,2126,0
204,2192,0
205,2008,0
206,2117,0
207,1989,0
208,1982,0
209,1652,0
210,1647,0
211,1619,0
212,1289,0
213,1261,0
214,916,0
215,546,0
216,493,0
217,472,0
218,746,0
219,1261,0
220,1154,0
221,1015,0
222,1188,0
223,1094,0
224,837,0
225,820,0
226,1265,0
227,1470,0
228,1481,0
229,1295,0
230,1448,0
231,1386,0
232,980,0
233,647,0
234,526,0
235,321,0
236,556,0
237,398,0
238,462,0
239,468,0
240,716,0
241,608,0
242,737,0
243,1016,0
244,1271,0
245,1188,0
246,1177,0
247,1231,0
248,855,0
249,218,0
250,974,0
251,2632,0
252,2581,0
253,2609,0
254,2291,0
255,2428,0
256,1991,0
257,1751,0
258,1568,0
259,1331,0
260,1462,0
261,1643,0
262,1535,0
263,1466,0
264,794,0
265,560,0
266,682,0
267,652,0
268,599,0
269,495,0
270,503,0
271,478,0
272,474,0
273,309,0
274,540,0
275,1403,0
276,1727,0
277,1364,0
278,1514,0
279,1292,0
280,726,0
281,687,0
282,531,0
283,509,0
284,248,0
285,264,0
286,309,0
287,459,0
288,687,0
289,639,0
290,797,0
291,572,0
292,629,0
293,396,0
294,442,0
295,512,0
296,667,0
297,329,0
298,462,0
299,849,0
300,921,0
301,1278,0
302,1179,0
303,1332,0
304,908,0
305,770,0
306,669,0
307,391,0
308,399,0
309,225,0
310,394,0
311,493,0
312,734,0
313,782,0
314,608,0
315,511,0
316,649,0
317,784,0
318,433,0
319,501,0
