timestamp,value,is_anomaly
1,2,0
2,14,0
3,4,0
4,2,0
5,42,0
6,4,0
7,2,0
8,44,0
9,4,0
10,36,0
11,6,0
12,44,0
13,18,0
14,8,0
15,10,0
16,4,0
17,6,0
18,22,0
19,6,0
20,4,0
21,20,0
22,20,0
23,30,0
24,6,0
25,28,0
26,60,0
27,22,0
28,14,0
29,34,0
30,46,0
31,38,0
32,52,0
33,40,0
34,32,0
35,64,0
36,38,0
37,26,0
38,18,0
39,14,0
40,42,0
41,8,0
42,32,0
43,16,0
44,6,0
45,4,0
46,26,0
47,22,0
48,2,0
49,12,0
50,16,0
51,4,0
52,26,0
53,26,0
54,16,0
55,36,0
56,20,0
57,4,0
58,18,0
59,44,0
60,50,0
61,48,0
62,44,0
63,38,0
64,38,0
65,74,0
66,56,0
67,28,0
68,10,0
69,40,0
70,36,0
71,0,0
72,28,0
73,32,0
74,26,0
75,4,0
76,26,0
77,48,0
78,10,0
79,12,0
80,6,0
81,40,0
82,26,0
83,64,0
84,14,0
85,70,0
86,70,0
87,18,0
88,22,0
89,66,0
90,14,0
91,36,0
92,20,0
93,22,0
94,50,0
95,22,0
96,14,0
97,4,0
98,14,0
99,10,0
100,26,0
101,6,0
102,4,0
103,28,0
104,2,0
105,4,0
106,28,0
107,42,0
108,16,0
109,44,0
110,30,0
111,26,0
112,12,0
113,14,0
114,14,0
115,12,0
116,14,0
117,0,0
118,24,0
119,20,0
120,22,0
121,0,0
122,2,0
123,8,0
124,14,0
125,0,0
126,10,0
127,10,0
128,4,0
129,40,0
130,20,0
131,0,0
132,50,0
133,18,0
134,8,0
135,16,0
136,16,0
137,10,0
138,2,0
139,0,0
140,8,0
141,2,0
142,6,0
143,6,0
144,4,0
145,14,0
146,12,0
147,2,0
148,4,0
149,48,0
150,2,0
151,12,0
152,2,0
153,46,0
154,4,0
155,14,0
156,2,0
157,34,0
158,8,0
159,32,0
160,22,0
161,14,0
162,16,0
163,12,0
164,40,0
165,24,0
166,6,0
167,18,0
168,2,0
169,0,0
170,38,0
171,22,0
172,6,0
173,6,0
174,50,0
175,26,0
176,6,0
177,18,0
178,30,0
179,12,0
180,0,0
181,10,0
182,48,0
183,8,0
184,12,0
185,28,0
186,50,0
187,36,0
188,16,0
189,22,0
190,10,0
191,44,0
192,26,0
193,12,0
194,6,0
195,14,0
196,14,0
197,36,0
198,10,0
199,0,0
200,16,0
201,34,0
202,16,0
203,2,0
204,20,0
205,42,0
206,6,0
207,8,0
208,22,0
209,8,0
210,4,0
211,0,0
212,42,0
213,10,0
214,2,0
215,12,0
216,0,0
217,2,0
218,22,0
219,12,0
220,50,0
221,28,0
222,0,0
