timestamp,value,is_anomaly
1,0,0
2,153,0
3,159,0
4,188,0
5,116,0
6,137,0
7,214,0
8,246,0
9,175,0
10,196,0
11,232,0
12,203,0
13,208,0
14,245,0
15,235,0
16,193,0
17,160,0
18,99,0
19,66,0
20,50,0
21,40,0
22,37,0
23,59,0
24,68,0
25,74,0
26,88,0
27,213,0
28,165,0
29,309,0
30,182,0
31,221,0
32,196,0
33,152,0
34,144,0
35,226,0
36,267,0
37,238,0
38,264,0
39,282,0
40,333,0
41,148,0
42,122,0
43,99,0
44,71,0
45,48,0
46,49,0
47,54,0
48,111,0
49,170,0
50,83,0
51,107,0
52,247,0
53,152,0
54,278,0
55,206,0
56,161,0
57,132,0
58,141,0
59,297,0
60,219,0
61,261,0
62,288,0
63,283,0
64,421,0
65,172,0
66,182,0
67,83,0
68,77,0
69,63,0
70,51,0
71,61,0
72,116,0
73,134,0
74,138,0
75,253,0
76,188,0
77,167,0
78,142,0
79,166,0
80,185,0
81,237,0
82,181,0
83,265,0
84,260,0
85,263,0
86,355,0
87,257,0
88,186,0
89,194,0
90,111,0
91,65,0
92,49,0
93,44,0
94,48,0
95,49,0
96,56,0
97,62,0
98,212,0
99,181,0
100,292,0
101,219,0
102,186,0
103,198,0
104,174,0
105,187,0
106,272,0
107,198,0
108,177,0
109,277,0
110,216,0
111,328,0
112,230,0
113,163,0
114,109,0
115,80,0
116,51,0
117,52,0
118,41,0
119,40,0
120,113,0
121,130,0
122,139,0
123,156,0
124,159,0
125,121,0
126,130,0
127,139,0
128,155,0
129,125,0
130,134,0
131,142,0
132,203,0
133,189,0
134,162,0
135,326,0
136,158,0
137,184,0
138,109,0
139,97,0
140,76,0
141,61,0
142,46,0
143,52,0
144,106,0
145,92,0
146,139,0
147,156,0
148,164,0
149,227,0
150,217,0
151,195,0
152,213,0
153,307,0
154,285,0
155,188,0
156,293,0
157,311,0
158,218,0
159,240,0
160,244,0
161,135,0
162,111,0
163,124,0
164,81,0
165,38,0
166,42,0
167,54,0
168,74,0
169,129,0
170,125,0
171,327,0
172,156,0
173,194,0
174,169,0
175,217,0
176,233,0
177,331,0
