timestamp,value,is_anomaly
1,0,0
2,367,0
3,2325,0
4,2522,0
5,2362,0
6,2014,0
7,1321,0
8,1318,0
9,1815,0
10,2274,0
11,2176,0
12,1897,0
13,1083,0
14,596,0
15,348,0
16,219,0
17,173,0
18,156,0
19,280,0
20,544,0
21,1586,0
22,3475,0
23,2866,0
24,2475,0
25,2127,0
26,1710,0
27,2414,0
28,2621,0
29,2531,0
30,1874,0
31,1319,0
32,1352,0
33,1758,0
34,2242,0
35,2372,0
36,2044,0
37,1115,0
38,594,0
39,364,0
40,283,0
41,242,0
42,233,0
43,309,0
44,579,0
45,1607,0
46,3453,0
47,2777,0
48,2544,0
49,2018,0
50,1767,0
51,2373,0
52,2559,0
53,2359,0
54,2294,0
55,1531,0
56,1302,0
57,1717,0
58,2179,0
59,2356,0
60,1938,0
61,1159,0
62,504,0
63,288,0
64,312,0
65,258,0
66,157,0
67,225,0
68,532,0
69,1608,0
70,3441,0
71,2986,0
72,2740,0
73,2134,0
74,1832,0
75,2434,0
76,2578,0
77,2341,0
78,2078,0
79,1263,0
80,1272,0
81,1507,0
82,1851,0
83,2312,0
84,1891,0
85,1100,0
86,625,0
87,334,0
88,238,0
89,153,0
90,238,0
91,396,0
92,657,0
93,1783,0
94,3637,0
95,2813,0
96,2695,0
97,2188,0
98,1885,0
99,2378,0
100,2667,0
101,2713,0
102,2026,0
103,1653,0
104,1361,0
105,1977,0
106,2202,0
107,2386,0
108,2306,0
109,1870,0
110,775,0
111,548,0
112,422,0
113,199,0
114,313,0
115,420,0
116,666,0
117,1413,0
118,2677,0
119,2136,0
120,2243,0
121,2050,0
122,2007,0
123,2197,0
124,2279,0
125,2110,0
126,2073,0
127,1631,0
128,1643,0
129,2509,0
130,2928,0
131,2472,0
132,2210,0
133,1660,0
134,894,0
135,420,0
136,371,0
137,221,0
138,175,0
139,406,0
140,863,0
141,1200,0
142,1776,0
143,2522,0
144,2231,0
145,2260,0
146,2126,0
147,2139,0
148,2017,0
149,1914,0
150,1748,0
151,1527,0
152,1785,0
153,2447,0
154,2635,0
155,2515,0
156,2116,0
157,1303,0
158,735,0
159,409,0
160,338,0
161,204,0
162,191,0
163,1032,0
164,659,0
165,2042,0
166,4067,0
167,3480,0
168,3051,0
169,2304,0
170,2228,0
171,3092,0
172,3171,0
173,3049,0
174,2489,0
175,1878,0
176,2069,0
177,2510,0
178,2669,0
179,2593,0
180,1996,0
181,1380,0
182,720,0
183,479,0
184,273,0
185,253,0
186,299,0
187,425,0
188,737,0
189,2262,0
190,4036,0
191,3610,0
192,3202,0
193,2267,0
194,2255,0
195,3032,0
196,3087,0
197,2820,0
198,2398,0
199,1715,0
200,1851,0
201,2621,0
202,2643,0
203,2739,0
204,2215,0
205,1267,0
206,753,0
207,362,0
208,306,0
209,218,0
210,252,0
211,332,0
212,757,0
213,2194,0
214,4854,0
215,4051,0
216,3517,0
217,2766,0
218,2851,0
219,3495,0
220,3693,0
221,3084,0
222,3130,0
223,2000,0
224,2304,0
225,2601,0
226,2824,0
227,2792,0
228,2155,0
229,1348,0
230,585,0
231,575,0
232,512,0
233,320,0
234,212,0
235,280,0
236,715,0
237,2117,0
238,4007,0
239,3683,0
240,3059,0
241,2651,0
242,2433,0
243,3112,0
244,3077,0
245,3085,0
246,2675,0
247,1747,0
248,2144,0
249,2481,0
250,2829,0
251,3068,0
252,2882,0
253,1819,0
254,799,0
255,576,0
